tweet,y
The next time someone says  refer to these 5 paragraphs  http://t.co/y5R3CLUqZp,2
This oppression and brutality between Minorities has to end!!!,2
@JebBush Good manners and compassion always work.   🇨🇱🇺🇸,1
"Real LOVE 

-stay true

 

LOVE!",2
Acquisition of consciousness [of the living presence of God within one] does not require or mean temple-going. Our bodies r the real temples,1
"""We continue to fulfill UDs long and proud tradition of service to the community"" President Harker.",2
RT @POPSspotSports: Baltimore Police wrestle down John Patterson b4 arresting. Couldn't make out what happened.  http://t.co/Mn…,2
"@Just_a_Texan  -  , protector of the unborn ""I pledge allegiance to the flag""",2
"""This Gov. removed marriage equality from the ACT. It removed rights based on nothing else but sexual identity"". https://t.co/a3EfoMlk71",2
"Listen. Listen. Listen. SHUT THE HELL UP AND LISTEN.
   https://t.co/DoEkO7jy8f",2
RT @WilliamAder: It takes a special kind of stupid to investigate voter fraud when you won the election.,2
@glennbeck Says It's Not a Coincidence That 'All the Usual Suspects' Seem to Descend... http://t.co/LyJwbfCXwK via @theblaze,2
I've only ever seen  used to deny the mistreatment and oppression of minorities and to silence recognition of atrocities.,2
Holy crap. Truth atomic bomb.       https://t.co/I5rJcbxmfn,2
"is an eruption, and eruptions are never peaceful. This is the burning anger of a spurned, dehumanized people",2
@RedNationRising @PressSec I can only imagine the pain a 3 day old human life must suffer when murdered...,2
Justice for jamar,2
If you're the type of person to respond to  with  please delete you twitter,2
@bts74747477 @BaltoSpectator  is dead @Mswilcat they didn't think about him! No harm no foul!,2
Equality of justice.,2
so let's show love towards our fellow man and stop allowing those that have spoken racist words and hatred to win out.,2
@SkyNews  Respect   please,2
Remembering all those who laid down their life protecting our freedoms http://t.co/bA2ieEUMGh,2
@crolinss @springsteen It doesn't hurt to ask right😉,2
The Bearded Patriot BeardCast at http://t.co/K1USRcJvV3,2
A loyal girlfriend is a blessing 🙌💏🔒,2
Love and Peace   @ Universal Soul Circus 52nd… https://t.co/rvskYlpXSC,2
https://t.co/Ox2CTTrj9L,2
"RT @94xJINSON: 
JY: Oppa, did it hurt when u fell from heaven? (Reading fan's comment)
JS: U~ did it hurt? TBH it hurts right? https:/…",2
Help support our  allies @AlgebraProject to sustain  http://t.co/YqXQy0CVBh,2
@BarackObama 150 Christians being slaughtered by ISIS isn't mass violence Mr. President?,2
"RT @thinadhoo_ppm: But if thought corrupts language, language can also corrupt thought. https://t.co/N2grPECXGB",2
Then slander the fuck out of anyone that isn't 4 equality,2
A truly despicable human being!    https://t.co/5Fga6c0Syb,0
Where does the time go?,2
@minnesotalynx MUCH RESPECT for respecting our fallen NO RESPECT for the Minneapolis police dept.,2
lets kill hatred and bring unity # at a time,2
@CecileRichards @HillaryClinton equal rights for the,2
"One man's campaign reminds us of the power of unity and love


 https://t.co/uHkChra20r",2
"Resistance, rebellion and results: 

https://t.co/TX3Q81m00q

  https://t.co/cjwLW09Wa8",2
Unbearable sin of omission @nytimes. An attempt to erase/ignore other cultures? - http://t.co/TLKEfTBBJe,2
Let Barnes shoot 3s all day. Yall will live with it.,2
Justice..  We want equal rights and justice.     https://t.co/sIi550YvPr,2
@MSNBC  a bunch rowdy troublemakers intent on chaos with no basis to protest. Should Barrested 4disorderly,2
"@SheriffClarke Sheriff Clarke, You are a hero and a patriot. Your fierce loyalty to find the truth is unmatched. Well done.👮",1
@chelseaseficyr is this why you asked me how to spell Consuela,2
Racial justice is queer justice is gender justice. It's past time we  against communities of color.,2
"RT @martinkettle: In Nov   trashed judges, who take oath of office. Why should anyone respect his allegiance oath plan? https://…",2
The LAW should apply to those who enFORCE it.,2
https://t.co/y7iMgRrNjj,2
"Law professionals, please help  http://t.co/nDnpL01jzR to defend oppressed victims of law enforcement enforcing law",2
If only the people rioting would realize that they were doing more harm then justice,2
Sanctity of Life Sunday -  http://t.co/IYfIcfeUPb,1
"""@cegore65: ❤In Christ all of God's promises are Yes and Amen❤💙💟 https://t.co/QrnelT76V1""",2
"""We're committed to working with US to mutually enforce trade restrictions on those disobeying trade laws and environmental regulations"" -DM",2
I'd like to see the police have a protest against the disrespect of the citizens they protect.,2
"I cannot intentionally hurt anything that lives, much less fellow-human beings, even though they may do the greatest wrong to me and mine.",2
@lololicious97 those vindictive freaking writers man,2
@LeahR77 @Mixmanic You're blinded by racism... Too chickenshit to participate in imperialistic wars of aggression for oil and money?,2
My eyes hurt 😣,2
@zariblount Do people not realize that killing innocent cops is just as bad as killing innocent African Americans!,2
Motherfuckers ain't know what respect is!!!,2
Justice for   https://t.co/fDit9aVHUJ,2
Imma need them not to go to security cause i wanna go to the carnival 😭😭,2
Saying  is ignoring the problem and  implies that racism doesn't exist. Racism exists.,2
My heart is hurting stop the killing please!,2
@target2016 @JoeTurner212 How horrible-ZERO greater good comes out of these unjust murders RIP DeAndre,2
"Let's practice Care, Compassion and Concern for all life.",1
@WassellSeattle couldn't hurt to find out!,2
They found a switchblade AFTER tackling him to the ground. Criminalizing the victim won't work here.,2
European Corporations violate human rights all over the world http://t.co/uYnAGNjtNO,2
@pandora_radio What a disgraceful statement.  ! You are standing with a racist hate group.,2
"stands in solidarity with  



 http://t.co/eTsrgfVeum",2
Bernie and O'Malley did great speaking on the  vs  👏🏼👏🏼👏🏼,2
"Er, sorry,  isNOTracist.It's an axiomatic truth based on moral teachings of philosphers/prophets4ever https://t.co/73M9rdPqJN",2
@LindaSuhler Sympathy to families Tragedy!,2
United We Stand - Brotherhood of Man https://t.co/0T4FrnDXG4  What's so hard to understand.,2
Shooting policemen is cowardly and shows a disregard for life.  Snitching to find the punks will serve North County well.,2
"in Solidarity with  -  Day2
   http://t.co/C3hTt7AVJ2",2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/oEB9fP9j4U,0
stay focus   keep fighting the injustices that's being perpetrated against the innocent citizens,2
"Thank you protectors! 23 arrested, urging @GovernorVA to use his authority to stop the pipelines, protect our water… https://t.co/aVubaexVTX",2
"Resistance, rebellion and results: 

https://t.co/TX3Q81m00q

  https://t.co/cjwLW09Wa8",2
tells the public  not just  No matter who you are you do the crime  https://t.co/fjZGcpeNNO,2
"# Senior RightFax Engineer
https://t.co/KbMlrHEcEJ https://t.co/cjaA6NOA7y",2
this behaviour is unnatural for me. i need to stop smiling like a stupid...it reallyreally hurts now!!,2
God values you. 1 Samuel 16...looking at the heart.   @BeadsBethany @PresentAgeMin  @hannaharrowood @NorthlakeAG,2
....and there it is. Nothing is sacred to this creep.   https://t.co/fXUdWSyZ5N,1
"Allah may reward true men for their truth, and punish hypocrites if He will, or relent toward them. Allah is Forgiving, Merciful

 33:24",1
Let's protect life from conception to natural death. &lt;3   https://t.co/ZDFg6jZhrp,1
@PPact You kill human beings and hurt women.,2
@lala_houston What if u were held accountable for your actions? Imagine havng to suffer consequences for choices YOU make...,2
RT @astraeanixie: This is very important.  http://t.co/AXWQpOKrM6,2
RT @GradWomen:  Singh @UN Special Rapporteur on the right to education stresses girls' fundamental inalienable right to education.,2
RT @UNICEF: Poorer children are most at risk from the effects of  which can cause respiratory diseases and harm them for life…,2
@MissMaya_1 I'm respecting you opinion. Please respect mine.,2
Black Lives Matter bully @HillaryClinton  Criminal Justice  http://t.co/zk9dYFGCyo …,2
Teach Children Respect Support Local Police  http://t.co/QT6ggYt2JU Via: http://t.co/esJ4MtvmYn,2
War is a bestial assault on our human liberties.,2
Still uneasy knowing one of my dearest friends and his family are in Baltimore. I pray for peace and no more lives ruined.,1
When is @JerryBrownGov going to do something to protect taxpayers from these racist protestors violating civil rights?,2
Weed out the evil and promote  That is when racism and police brutality and evil will end. Better yet... obey YHWH God always,1
Justice for all ...   http://t.co/S8Sm5I2N8I,2
@ETCanada it's the irrelevant trying to be relevant in a burn this B_* down award show.,2
"@WesleyLowery  resonates the Declaration of Independence inalienable rights endowed by our creator; LIFE, Liberty and Happiness",1
"RT @skabdallahdrz: We need justice @ZariaMassacre   
@MBuhari",2
"Oh @MartinOMalley, you gutless spineless Puke! Apologizing for saying  to the thin-skinned fascist losers at  Pathetic",0
Institutional racism.   anyone who disagrees is a racist bigot,2
"""@NTL2012: My weak faith in an almighty God can become the faith that moves mountains.""",2
@SoongJ your profile pic tho 😍,2
RT @Dolphinchaz: Utterly disgraceful - where is the scientific evidence that this mass slaughter is effective??? https://t.co/k7VoI5GjEY,2
RT @smarterteacher: @awall777 VOICE and CHOICE are a must.   http://t.co/yE7g8JCezJ,2
Ex:  was hijacked by the oppressor to  to delegitimize our systematic racist claims.,2
Nothing  unless your there to be typical racist black liar savages committing crimes against his fans.,0
love and respect life? vote accordingly..     http://t.co/ztRq7cyrhS,2
"RT @realFredDoug: @realDonaldTrump ""Those who profess to favor freedom and yet deprecate agitation, are men who want crops without thunder…",2
Interesting proposition from someone who has been running on the bigotry and hatred and oppression platform. https://t.co/OPxN7Y0Vtp,2
Thanks to the schools and faith communities who support our Speakers' Bureau! @BostonCollege @TempleEmanuelN @TempleBA @TBEWellesley,2
BLM isnt a movement its an excuse to provoke hate and divide our country,2
I’m proud to be amongst those conservatives who stand for racial equality and believe that  https://t.co/Q7I8mPN6AJ,2
"RT @deray: Yesterday, the police assaulted a photographer. Now, this is violence. Baltimore.  https://t.co/JKPlyMTTzz",2
@jtimberlake It's terrible that you have to apologize for showing support and compassion to your fellow man.,2
solidarity and peace!,1
RT @twinklness: Being in someone's prayers is the purest form of love 😊,1
Inciting and or condoning senseless violence against ANYONE is not okay.,2
"Poverty, pain and suffering aren't discriminative. Have we learned nothing?
https://t.co/bVHKHDHg3y
 https://t.co/h4ifERXlQS",2
"RT @PopMathobela: Never mistake silence for ignorance, calmness for acceptance, or kindness for weakness.",2
The Disgusting SCAM Behind  Brutally Exposed https://t.co/Cp7SaGKPgs,0
"We fear to fight for liberty / justice / happiness
 (Sorrow, Tears and Blood) https://t.co/JD3QdlltpH",2
"Still praying for  ,  and   

God bless law enforcement and the hearts government leaders.",2
RT @ConstantLiya: So proud to stand as a  ally to the  movement w/ @TheRAC and @jufj   http://t…,2
"I'm not very religious but no matter who you are or what religion, spread compassion and kindness no matter what",2
Turkey coup: Citizens defy martial law curfew to take to the streets https://t.co/yuheN3aAab via @NewsRepublic,2
"@TrotAlex @HomerWhite damnit! Wtf? When this shit gonna stop? It's being enabled bc of all this ""black lives matter""",2
"""It is time to come forward and support law enforcement and condemn this atrocious act."" Agree 100%.  http://t.co/66eS86MIWR",2
"RT @SavannahTardi: ""Success is to know Jesus completely and obey Him fully."" - @rodneyfouts @NORTHchurch",2
"IGNORANCE IS IGNORANCE NO MATTER WHAT RACE, COLOR, OR CREED     @cnnbrk @lmKendrickLamar @Channel5Press",2
RT @DailyPrayerLife: Sometimes God makes us laugh by the creative and unusual ways he chooses to answer our prayers and heartfelt needs! Go…,2
Blame everything but systematic police misconduct for Baltimore's sad state....   https://t.co/R2B0PS7Vby,2
"04/29@8 PM|Temp: 65.3°F↓(50.2/76.3)|Hum: 44%|Pressure: 29.68""|Rain: 0""/0""/2.32""|Wind: 0(0) mph NNE",2
I'm praying for    ...I pray for  !! I have faith in my city to rise from the ashes,1
Man can never be a woman's equal in the spirit of selfless service with which nature has endowed her.,2
@revshiz passing out communion bread as we pray for peace walking through north central baltimore,1
I somewhat understand rioting and destruction as a method of shock and awe but the theft is inconsistent w/ message,2
"""Change"" religious beliefs?!         http://t.co/VQ26Ip506k",1
A small group of protestors begin to converge at Western District despite barricades.,2
Where are the protests?   https://t.co/Kgprxklobl,2
RT @_youngbri__: Don't disrespect me and think I'm not gonna disrespect you .. foh wit that shit.. people can never take what they dish out…,2
RESPECT TRANSRACIAL PEOPLE.,2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/S68RJrurNc,0
War is brutality inflicted mercilessly for resources.,2
holy jesus,2
our friendship in a picture...HBD MEGGY ❤️ https://t.co/o9yRs3Raya,2
@lambert_nick @DragonflyJonez     Think that's the holy trinity right there,2
BLM is a joke when human life can't understand equality (we all struggle) . Culture and society separate what's important.,2
RT @Iam_BWill: RT @cmcampbell6: Conversation between an officer at today's  protest http://t.co/Z0OCWWGNqX,2
All condemning  should study history. Oppression and injustice has never ended without at least some violent resistance.,1
"Q: Do  or do  
Sanders: BLM, criminal justice reform
OMalley: Point of BLM legitimate - we have undervalued",2
@stewartjohn_mma: If  or  Then  must be defunded  now.,2
is not a divisive concept.  are terrorists. Obama is a traitor to the people who elected him,2
Have compassion in your heart for EVERY race.,1
"Nutter to @CNN on  ""Commentators don't know how to run a city because they're not mayors of cities"" http://t.co/wpxa9bbeds",2
Out of control refugees criminals armed and dangerous! (No weapons found) animals life or death situation innocent guilty,0
Why wouldn't they riot in such a corrupt society?,0
Patriot Blogs http://t.co/i6zH1DuBZA via @WomenPatriots,2
Really  what is nxt  or,2
@wef . just because it harm more than it heal,2
"Never, never be afraid to do what's right. Society's punishments are small compared to the wounds we inflict...… https://t.co/AwzB8kK9R0",2
"@zusty ""People trust drug ads more when they see doctors, so why don't we make our drug a doctor?!""",2
Once people realize that  the world might start changing...,2
RT @Paxmee: Tell me again how rape and sexual assault accusations will ruin a man's career,2
"RT @DominicPiper1: Kiss Me When I'm Dead. Dominic Piper. 'Cool, sexy and violent. What more could you want?' http://t.co/z1e1NpC57c",2
Living Without Honor AND Dignity Is Suicidal! Claim Or Reclaim Your Dignity And Honor Will Follow!,1
Pink and Black http://t.co/c5RYxcctMl on @bloglovin,2
So... Minn PD officers walked out protesting the Lynx players who were effectively saying  Ok then.,2
"@IJefTomI @peterdaou 

And now we all get to suffer",2
When u try an diss me make sure u doin way better if not ima make u look skinny 😂😂😂,2
two wrongs will never equal a RIGHT.  ever....,2
"I'm not afraid to love again, but I'm just afraid of getting hurt for the same reason.",2
"Evil begets evil. Evil cannot grow love, peace, respect or greater understanding.",1
Shame Australia.... Lynette Daly's horrific death @theprojecttv,0
Dear @POTUS no disrespect meant... but FUCK YOU!    http://t.co/TzV640syUD,0
Sure but let's aim for equality not segregation  (-: https://t.co/vtSnJ7uzDS,2
"@neutronneedle @NARAL No fraud here, I believe in the sanctity of life.",1
face conflict with compassion not contempt nor confinement,1
Man can never be a woman's equal in the spirit of selfless sacrifice with which nature has endowed her.,2
KNOW THE LAW. OBEY THE LAW    https://t.co/LXDN8xOyTD,2
@YourAnonGlobal so maybe you should change that to,2
May mankind learn to actually be kind men to all of mankind in my lifetime! Amen. 🙏,1
In Solidarity     http://t.co/j6qLQJxtIn,2
Can't even think straight moe,2
"RT @LinkeviciusL: Deeply sad when voices of democracy get killed in Russia. RIP Boris Nemtsov, heartfelt condolences to family. Your battle…",2
Why everyone needs to recognize and treat others as fellow human beings    http://t.co/ZAfcrIMUma,2
So sad       ‼️🇺🇸  https://t.co/G46dWNbfS2,0
"to apply force against ruinous injustice right of all humans in extreme cases to resist oppression

http://t.co/nzQ2T1zjvM",2
@thehill @HillaryClinton   LIAR DECEPTIVE AND MURDER HILLARY @POTUS http://t.co/YxKOPbGc9s,0
Bitter fruit of racist front group  --inheritors of KKK Democrat hate mongering.  http://t.co/iqdSwQ0TBP,0
You swear like I'm ungrateful omg.,2
"Your Vera Bradley duffle bag, is not considered ""designer luggage""",2
"RT @Independent: Where Tory election fraud claims are being investigated, in one map   https://t.co/E3yPdZEdMM https://t.co/k1MPSAa7N7",2
@TheRoot stop being the slave to democrats! Such hatred and racism in BLM that it's shameful for anybody to praise them!,2
"RT @FoxNews: ""We want people who come to this country b/c they love the ideals of America."" @seanhannity interviews @VP tonight on",2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/TaLlejzPzY,0
"Another liberal tradition Icewater in veins for warriors, patriots Only respect fringe folk heroes.  https://t.co/e8NQ2sMrEu",2
"RT @EmDubious: There's money in music, even with no label. If you're getting views you should be getting paid. Let me help you get that che…",2
"""From amongst His signs...... And difference of your tongues and colors. Surely in it are signs for all""",2
May God  bless our world!!!!!,2
@NigeriaNewsdesk No more attachment of VALUE to human lives. Consequences of abject Cerebral poverty,2
"Dear God,
PLEASE put an end to all this racist hatred and grant us peace, compassion and unity. 🙏
Amen
  https://t.co/bLjH7crBaO",2
Stephen demonstrating logic apps at,2
RT @SmithsonianMag: You can see South Korea's seaweed farms from space http://t.co/ErWhyEYTwx http://t.co/XxW4wwTPt6,2
"Richard: ""Let us have justice in the pursuit of peace.""",2
@FulhamFC fucking disgraceful,2
Honoring history  as we work to restore dignity to   http://t.co/e16MIvd3F6,1
"Terrible thing to happen in Virginia.
Feel sorry for the lives we lost .",2
"All beings wish to be free, choose compassion    https://t.co/De7VNlROhH",1
"This Sandra Bland situation man no disrespect rest her soul , but people die everyday in a unjustified matter",2
"""“how do you find justice in an already unjust system?”"" http://t.co/L5YVjHU5A4",2
"@JustinTrudeau @TorontoPolice We cannot end oppression , racism or xenophobia by oppressing or excluding.",2
Firefighters are battling the remnants of a four-alarm blaze in New Jersey http://t.co/vhg3ujAjS0 http://t.co/96p2g1j6fx,2
"@KeoniGohan @sandykjack @Chris_1791 
Terrible logic on their part
 start treating all life with dignity and respect",2
Are we really intellectually unaware that stagnation and decay are not acceptable solution(s) as the creation and The Creator demand change?,2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/mMiy9AbUMw,0
"Justice is the birthright of every human being. 

Min @LouisFarrakhan

https://t.co/ngHm1X5BV5",2
praying for baltimore. we want the injustice to stop,1
10+ Images That’ll Restore Your Faith In Humanity - https://t.co/C9JftK4pTa,2
@oliverdarcy @ShaunKing so he's a fraud like the whole movement,2
RT @zellieimani: The police won't dismantle itself. It must be dismantled by the people.,2
Because sanctity of life is reserved 4 whites in US + ISRAEL,1
"1 bad apple does not mean all are spoiled
Innocent lives taken to revenge another innocent life does not justify anything!",2
"Prayers for you, yani and your sick, misguided soul  every moment of everyday https://t.co/fCahX7eo6V",0
"Indictments and charges...NOT justice, just progress. Justice is equal respect for our humanity",1
i guess i can't always win,2
"All my interactions with police have been fantastic, you know why? I'm respectful and obey police officer commands.",2
My heart hurts so much.,2
"RT @LVBurke: 11:46p Anthony Batts says ""take control of your kids"" when he can't take control of adult cops in his charge  @A…",0
Empathy is the path to healing between cops and black citizens https://t.co/bpnSEWIeeQ,2
"RT @clifthethird: @WayneDupreeShow rioters dishonor  death by their actions, but ironically, continue his legacy of lawlessne…",0
Thanks to all who joined and especially to my  co-mods @aj_hartley1 and @RodneyHetherton who model servant leadership every single day,2
RT @Souidos:  today     solidarity  http://t.co/o4hIMWpzN3,2
"Killing police, it's nothing but, sheer evil
Quit being filth",0
"RT @GeorgiaSuga: @edeweysmith ""The winds and the waves shall obey Thy will...peace peace be still""",2
@zerohedge Either  or  Fuck all racist hate groups; KKK/ Panthers/La Raza.,2
https://t.co/ZK85ENoub7,2
Prayer and Community Solidarity Service 🙏     https://t.co/DfzSPyAaCZ,2
"""It's not about the bike, it's about the truth."" Hard to have any faith in Lance Armstrong with such compelling evidence.",2
We all live equally. No blantant discrimination and hatred,2
"When I admire the wonders of a sunset or the beauty of the moon, my soul expands in the worship of the Creator.",2
"RT @3vchamber: Long Island  begins this Sunday, April 26th. Be sure to get out and eat local! Support our local businesses!",2
"A protest to fight against injustice and violence
They'll surely hear us now,as we embrace the silence",2
"movement is concerted effort to deny inequity exists, allowing people to feel justified in their complacency and inaction",2
RT @Tolerance_org: “All human beings are born with equal and inalienable rights and fundamental freedoms.”  https://t.co/8jw…,2
@JenLLM @lotyslove @MoJohn8510 And suffer the consequences,2
Protestors continue to show solidarity in reminding the world that  http://t.co/hDOk0vbrk4,2
The loyal opposition https://t.co/KPqrhmCsC0,2
"@DanelleJohns @LinkedIn   Blessings of Courage, Patience, Respect and Mutual Cooperation with Love!",2
these politics crooked and racist,2
Injustice for one is an injustice for all,2
especially those affected by  It does not discriminate  @HillaryClinton @BernieSanders @MartinOMalley,2
A lack of of empathy will grow hate,1
"@rivera7824 Truee but since Ik que estoy chiquita, I'll just look at my legs and be like yeah noo not gonna happen lmfao",2
Another sad day! When will this stop?  https://t.co/pbipyAQCnQ,2
It's time to hold Balimore PD accountable for murdering  and torturing a man  of color.  https://t.co/HedjVD8P6Y,2
"""Millions March in solidarity anti-police brutality movements across the US http://t.co/jIbLGkn20J"" 

Shit is real son",2
RT @cbsbaltimore:  NOW: What happened to  in police custody? Protestors and family want to know. http://t.co/AsXWapeEWE,2
"Parents, discipline your kids! Teach them respect for God and country. https://t.co/meWTmn9QQX",2
SOLIDARITY       http://t.co/ZvdPq7xnYw,2
I pray for everyone who needs help love kindness support may the lord bless everyone.,2
"@RealFLYTYE Anyone who loses someone to a TRAGIC, premature or unnatural death DESERVE compassion.",1
Stop un justice behavier agaist pukhtoons.,2
Live look at me in the strip club tonight    http://t.co/3vQqN9yeRF,2
"Surah 22 Al-Hajj, Verse 38:
Surely Allah will defend those who believe; surely Allah does not love any one who is unfaithful, ungrateful",1
@newsneighbor God bless and PROTECT this special child.,2
@carlyconklin unholy,0
You can't abolish racism and violence with racism and violence.,2
"I can't pain is for the weak yo!“@pelumy_: Lol""@chuck_gizzy: ""Better dont starve",2
"""The world needs love, abolished racism, promote human rights and Freedom of Speech"". 💚💛❤👑",2
If you want true equality end  True equality means,2
@YuriLowenthal @Arsenette  life is sacred regardless of the physical outer layer you inhabit.,1
Every charity wants you to feel compassion for the cause they Promote but how about Human support!,2
RT @lisawade: Nothing proves tht we need anonymous reporting of rape more thn men who ar outraged that women cn anonymously report. http://…,2
@ElaHall617 @DonnieWahlberg @NKOTB love this!! ❤❤❤❤❤,2
caved like a coward by apologizing for stating truths because fools booed   https://t.co/IRFbt54joZ,2
can't stand to see a mfcka I love hurt 😩,2
Warning: this prank may cause severe anger. http://t.co/59BBpxCcj2,2
Protests hurt economy. Hurt innocent people.,2
RT @janlovesword: We won't find it hard to obey our wonderful Lord if we spend enough time in His word and presence.,2
https://t.co/FV13RZj8Kv,0
@Louis_Tomlinson @Real_Liam_Payne @zaynmalik @Harry_Stylesfollow me? love you♥ 13,2
do something and restore the faith in humanity,1
@FRANI20 @PennyDreadful81  answer2police brutality is 2do nothing.Apathetic,2
@GMOInside @8extremes  https://t.co/OJYKeMNsej,0
RT @UrbanCusp: Shameeka Dream burns sage as a spiritual cleansing/ healing ritual - in front of a line of police.  http:/…,1
"Min.  America's criminal justice system must be abolished: 

https://t.co/HBLGyxyWw3

 https://t.co/HtS0qjsT8a",2
"Three souls full of wisdom and promise taken too soon. Praying for empathy, compassion and peace today.",1
"stop standing up to police, and stand against corrupt government officials. Protest elected officials that create corruption",2
seeing pink at the NFL game tonight. still waiting for the  people to come out and declare all cancers deserve a color,2
“@ZacEfron: I'm rooting for equality,1
Be a beacon of light in dark times     http://t.co/Dv0pmhKqzr,2
"""""The greatest discovery of my generation is that human beings can alter their lives by altering their attitudes of mind."" - William James""",2
"“For the sake of our planet, humanity has the moral responsibility to  2017”
https://t.co/fmI2EuKnJp

https://t.co/aoKZ2EztP6",2
RT @Claire_Phipps:   @jonswaine http://t.co/AidwRb7P6R,2
The insidious violence of  http://t.co/O1Ps9Du448,2
Racism prejudice hate are taught so teach with passion not anger.,2
@claudeiam @TussThaGod @savannahpollet @leanne_seeger I don't think Obama's election threatened the rights and wellbeing of any Americans,2
"@mimmymum @KatrinaR47 @WipeHomophobia @WipeTransphobia ""phobia"" does more ""oh I understand, they suffer from fear""...",2
“@meghan_corder: In honor of National Sanctity of Life day❤️👶👣   http://t.co/9qOMmqjLFb”,1
"Justices Rule Police Do Not Have a Constitutional Duty to Protect Someone 
 
https://t.co/RShBZyGWRx",2
Held the door for a lady at qdoba. She bought my burrito for me because of it. That's one way to make my night,2
Injustice anywhere is injustice everywhere,2
@derekmhopper we hold brown people to a different standard and accept their overt racism as somehow justified.,2
"YES,   

 is a TERRORIST and HATE GROUP! https://t.co/v3vWQsIAFl",0
"RT @ajplus:  protester to police: ""Everyone's doing this for free. Opposing your tyranny and brutality, for free!""
https://t.co…",1
Photoset: babyplies87: Beautiful red pussy http://t.co/HdjsjYxqOj,2
@RevJJackson @Lucretius4 he would be saddened to see the racial hatred and injustice that still exists.,2
"13 of Mark Thompson spun, but no caution",2
RT @JHay97: Absolute morons protesting in baltimore... destroying local businesses that did absolutely nothing to deserve it..,2
Saying  means that you don't see the systematic racism and transphobia that's causing the killings of these groups.,2
RT @mayorcoleman: I renamedthe WabashaBridge 2 the Freedom to Marry Bridge for this week. Marriage equality here we come  htt…,2
"Do  ... Even with the death penalty, which most who will suffer are black?",2
"💯 ""I'm focused man..."" *Jay-Z voice*  👑 💋
Had to  s/o @thatbitchlisa  https://t.co/FQwd2BzDTI",2
"Dancing now at  march in   Chants of ""Who mad? They mad!"" towards   http://t.co/etZv6KWhuC",2
If ppl truly believe  then stop defending a flawed and corrupt system. Civil rights are being violated.,2
Respect matters. Kindness matters. Compassion matters.,2
I can hurt someone if I fling this manure and miss the wheelbarrow.,2
@biblestudygirl2 @MontyNishimura It was condemnation by representation that jailed me but salvation by representation bailed me,2
Literally the only people who are trying to push  on people saying  are white people..,2
"strive for equality, liberty and justice for A... (Vine by @HEARTHOLLYWOOD_) https://t.co/n931BHlGgP",2
"@denice_ruptly @OpFerguson No Peace W/out Justice for families of victims.
  everyone",2
RT @thesabcat: It is fitting that as the GOP goes full KKK that they silence a fellow senator and civil rights icon to protect a craven big…,2
"If our enemies cannot destroy the Movement from without, they are already sending agents to destroy the Movement from within.",2
"Chaos or community?
        
           @CivilRights",2
"RACIST“@irritatedwoman: Rangel: I Never Felt For Dead Soldiers, Except Black Ones  The Daily Caller http://t.co/OmQ1mqW1yo”",2
RT @SenWarren: .@realDonaldTrump’s actions today show an ugly indifference to immigrants and a profound misunderstanding of the real dangers…,2
"All lives matter!
 
Walk in love, joy, peace, patience, kindness,goodness, gentleness and self-control.",2
RT @deray: And there are about 150 or so folk out around Pennsylvania and North.,2
Justice for    https://t.co/XFngPeURxZ,2
"God can’t use a coward today.  
https://t.co/1IKYg6DtL4

@LouisFarrakhan",2
@long_mackenzie love you!,2
The Canadian national anthem should not be a political statement.  If  respect those that respect the song.,2
A man who fears no one on earth would consider it troublesome even to summon up anger against one who is vainly trying to injure him.,2
RT @SenWarren: It is totally unprecedented for a President-elect of the United States to have to settle fraud lawsuits before taking office.,2
"RT @CherylfromABC2: Just in:   police release the names of the 6 officers involved in the  case.  Lt. Brian Rice, 41,…",2
"Peace and Love, Love and Peace.",1
"Liar Liar Pants On Fire! He was a liar then, he's a liar now!     https://t.co/eVqawq63dd",2
Are we really that blatantly desensitized to the death of human beings in the Middle East?    https://t.co/5dleoBYiYA,2
"I want a long lasting relationship. Someone who will be there for me, support me, trust me, comfort me, appreciate me, and love me.",2
"A despicable display by @TenorsMusic. As if preaching  wasn't disrespectful enough, doing so while desecrating our anthem?",0
is toxic because it annuls the blatant injustice and oppression of a specific group of people needed attention towards,2
"hey city officials, continue call your citizens ""cowards"" and ""thugs"" and then ask for unity and peace",0
RT @AgorasBlog: El-Rufai's wickedness towards Audu Maikori distresses and grieves the masses. It'll cause perpetual hatred for Buhari and APC l…,2
We want equal justice for all people.,1
"Q1 for  Gorsuch:

Does the Constitution ever say that corporations are people, or deserve the same constitutional r… https://t.co/CYSNTW8HXu",2
"RT @iLGF: For you, O Lord, are good and forgiving, abounding in steadfast love to all who call upon you. Psalm 86:5 ESV",2
"It is the greatest injustice that Halliburton was allowed to rake in billions from a war that its CEO, Dick Cheney, launched.",2
A little respect goes a long way. Respect that they have a job to do. Respect the presumed innocence. We all benefit.,2
"""ITS PROTECT AND SERVE NOT OBEY AND DIE""",2
Setting limits with your toddler with a balance of kindness and firmness http://t.co/nKjJrWeB6c,2
