tweet,y
"And, honestly which one of these haven't you heard about. Why?Because  us irrelevant? http://t.co/ulNZD3GBQg",2
observers in  for honoring all lives in tonight's vigil.    in solidarity,1
"RT @HeberBrown: Sorry, folks. I can't answer questions about the Mayor's meeting with preachers today. I wasn't invited.",1
Dehumanization – The New “Human Normal”? | Circumspecte - http://t.co/ef0TaBMt58,2
Philanthropy is in need of empowerment when it infringes the clear commands of Allaah SWT regarding seeking the integrity of  :),0
GOOODBYEE“@ZacEfron: I'm rooting for equality,2
"God SAID: 
SOME FORGOT, WE WERE IN THE ALL!
SO GOD REPEATS IT WITH SPECIFICS!
GOD SAYS: 
OBEY TRUTHS! @BET",2
@berkeleyside @VivianHo     deserve justice,2
"God created us to live in a community filled with love joy and peace just like the Holy Trinity. Father, Son and Holy Spirit.",1
RT @TinaDupuy: NYT throwing some SHADE about window coverings. https://t.co/TsOszf6h2V https://t.co/PshawttB0y,2
"RT @SWilsonProducer:  ""We must be mindful that this is a first step, not the last,""  family atty Murphy @wusa9",2
I'll never understand the reasoning behind punishing innocent people b/c of other's wrong doing,0
is getting far out of hand. Whatever happened to  ? Police aren't the issue.,2
"The appropriate response to  is not  but to say, ""Yes, they do. Let's pursue justice and equality together.""",2
@anaIdirgeprat never underestimate the stupidity of people,2
@paranerdnicky @jack_harborne fuck that! He can suffer,2
"RT @GeorgiaSuga: @edeweysmith ""The winds and the waves shall obey Thy will...peace peace be still""",1
The LAW should apply to those who enFORCE it.,2
@CecileRichards @HillaryClinton equal rights for the,2
End violence by ending the rhetoric inciting violence,2
@SaraRamirez @JennicetG @familiatqlm thank you for caring Sara.,1
"A5 Low productivity impacts all of life as it causes emotional, physical, financial, and relational stress.",2
"@StriegsK @TheBaxterBean @TallahForTrump and turned it around, without help too. Repubs evenmoved to hurt the economy, credit downgrades",2
"A NYorker, I ask @pbanystate @NYPDnews to apologize to elected @BilldeBlasio 4 hate-inciting wrong accusation and disrespect",2
"RT @PINACnews: Breaking News: Citizen Journalist Kevin Moore who recorded  arrest has been detained by  police, reaso…",2
RT @fishfilledcats: I hate liars,2
"If you want to build a business with momentum, you need speed! 

https://t.co/qXwyX1zmZ1 https://t.co/BeCdKfW4T3",2
"""18 years of high-volume systemic cheating and all I get is this stupid Belk Bowl ring."" - Debbie C",2
RT @AlveenerR: May Allah punish you @GovUmarGanduje  by oppressing my friend,2
Nothing but terroristic racist thugs,0
@frecklesnlove that's hilarious a hypocrite calling someone a hypocrite,2
Stop acting like u care  when @PPact kill many of our ppl  even the most vulnerable in the  not,2
RT @TheNationalMall: It may be our last  but it doesn't mean the  have left America's Front Yard! Did you go? …,2
You have no reason to be hurt,2
Equality of justice.,2
"@mrjamesob Religious laws, the law of the land, if you do not respect them they are all open to ridicule and not stand up under scrutiny",2
RT @aparnapkin: So I heard what you had to say and I must admit I didn't catch a word of it,2
Respect our Police   http://t.co/v5ejwcxaON,2
"RT @deray: Yesterday, the police assaulted a photographer. Now, this is violence. Baltimore.  https://t.co/JKPlyMTTzz",0
Civil disobedience is the assertion of a right which law should give but it denies.,2
I am so saddened by the lack of compassion and understanding. Please. Every day. Love thy neighbor.,1
"sickening to see this happen,   STFU, you're traitors to peace.",2
@CalibrePress ... https://t.co/Ov5eH0WdFm ... what's a psychological game for you ended up being death for  ...,2
RT @bccbloc:  will be laid to rest tomorrow as a showing of solidarity and respect please wear all black to school.,1
love this! http://t.co/oGuVLIcF,2
"Saying  is like saying ....""With Liberty and Justice for All"".",2
Violence begets more violence begets more hatred begets nothing but evil and extreme amounts of closeminded hatred,2
"RT @deray: And here is the cell phone video of  arrest. He was alive then. Baltimore. 

Graphic. http://t.co/PpAh6nM4DW",2
RT @astraeanixie: This is very important.  http://t.co/AXWQpOKrM6,1
Lady Liberty weeps for her patriots and their infinite imperfections.  @USSupremeCourt  @BaltimorePolice,1
"61:7
No greater wrong than he who inventeth a lie against Allah when he is summoned unto Al-Islam? Allah guideth not wrongdoing pple",2
"@denice_ruptly @OpFerguson No Peace W/out Justice for families of victims.
  everyone",2
This is worst than have a tv and no ratings I will work on this in the right time   https://t.co/qgrayu49KM,2
SOLIDARITY       http://t.co/ZvdPq7xnYw,1
Police Misconduct and Brutality DONT Discriminate,2
"12: O Allah, beautify me with covering of chastity and contentment, let me adhere to justice and fairness http://t.co/0aOwOBN6fM",2
"Law professionals, please help  http://t.co/nDnpL01jzR to defend oppressed victims of law enforcement enforcing law",2
BLM isnt a movement its an excuse to provoke hate and divide our country,0
RT @uspcn: USPCN in solidarity with the  community of Baltimore: http://t.co/G9OAyYssf2.,1
"God Bless  who USE THEIR Godly INHERITANCE FROM ISAIAH 54:17
Good for You, Birdman!! 
=)All have to learn this!",1
....and there it is. Nothing is sacred to this creep.   https://t.co/fXUdWSyZ5N,2
"Forgiveness

https://t.co/ph9qqaeiW6",2
RT @Souidos: From revolutionary  in   solidarity with     http://t.co/…,1
"RT @enterempire: Corporate Media dictates the subversion and distortion of 

For unfiltered truth https://t.co/k4rusPuSCO http://t.c…",2
@MooseWinningham indeed! Justice and integrity essential to real people.@ExposeTPP : http://t.co/6Ihe2mqa07,2
@glennbeck Says It's Not a Coincidence That 'All the Usual Suspects' Seem to Descend... http://t.co/LyJwbfCXwK via @theblaze,2
Somebody's getting diddled!!,2
RT @NatalieDavila_: Please offer love and compassion to your fellow humans rather than hate and judgment.  http://t.co/oNuZr…,0
"infinite in mercy, is very ready, out of pure compassion, to forgive the sins of those that humble themselves before Him.",1
loyalty https://t.co/wGxca1QQ6e,1
love and respect life? vote accordingly..     http://t.co/ztRq7cyrhS,2
"The enemy of my own humanity is anyone who tries to incite me to hate or resent.
Propaganda of ""white privilege"" is bigotry",0
RT @SenWarren: It is totally unprecedented for a President-elect of the United States to have to settle fraud lawsuits before taking office.,2
RT @SethSBush: The  from @FreeYourVoiceUW are being arrested now at MDE for civil disobedience protesting the incinerator.,2
Warning: this prank may cause severe anger. http://t.co/59BBpxCcj2,2
A little respect goes a long way. Respect that they have a job to do. Respect the presumed innocence. We all benefit.,1
Respect for and obedience to OUR laws required to prove one believes  and,2
"Of course  Shep, you self righteous, dangerously politically correct fraud posing as a fair journalist.",0
"Killing police, it's nothing but, sheer evil
Quit being filth",2
RT @WBALPhil: Tessa Hill-Aston of  @NAACP on @wbaltv11 says she's 'upset' to see chaos and violence for  protests,1
will probably make your own hand hurt just watching Aja Kong destroy Hotta's hand. https://t.co/0Z2V3yhQRy,2
"Resistance, rebellion and results: 

https://t.co/TX3Q81m00q

  https://t.co/cjwLW09Wa8",2
"bc the injustice is unbearable, the ignorance unbelievable.",0
RT @CU_Ferg: Nothing screams justice like destroying your own town and stealing innocent people's property  http://t.co/rbGw…,2
Quit being arrogant fucks.,2
Mark Alexander: If Black Lives REALLY Mattered... — The Patriot Post http://t.co/4wLzq7Bqhh,2
ElizabethGraceWright ‏13 Jun Transform fundamental darkness into courage compassion  wisdom and vitality mp3 version http://t.co/rogMaoQGiY,2
COMPASSION @SeaShepherd_USA @seashepherd @CaptPaulWatson  http://t.co/jobZf7q4IN,1
"RT @MrAlMubarak: Ya Allah, No matter what happens, give me the heart that is willing to obey you whatever the cost may be.",1
JUSTICE FOR ALL RALLY!      http://t.co/ERtjziXQNY,2
War is brutality inflicted mercilessly for resources.,2
@AnitaAslanxo @theweeknd does that make any sense??,2
RT @MuhdDarazo: What kind of crime against humanity is this?,2
"It's Not A Crime to Kill a Black Man https://t.co/NF667otuAv
Yes  but systematic injustice is a thing.",2
"Mosby: quote:The facts speak for themselves;    http://t.co/pBlN8r123Z""",2
"RT @FLOTUS: That's my man! Your truth, dignity and grace reminds us what real leadership looks like. I am always proud of our @POTUS. -mo",2
@Frazyr love that song!,2
RT @Lnonblonde: Washington DC Massive March In Solidarity w/  http://t.co/cLmGkgNvDx,1
It's not   you  fuckheads! I can't even be poised about this expression because it's so ridiculous! SMH,2
RT @_youngbri__: Don't disrespect me and think I'm not gonna disrespect you .. foh wit that shit.. people can never take what they dish out…,2
Systemic marginalization of black people + capricious disregard for their humanity = contempt and white hot rage,0
@hammer28343694 @USATODAY I hope they catch them and make a proper example of. They are traitors deserving a traitors fate.,2
President Harker expresses his appreciation of UDs dedication to community engagement! http://t.co/8vmXFbmT4c,2
Assad Brutality          http://t.co/Ww9Qv0C8tl,2
liberty and justice for all except pitbull victims http://t.co/YtWfPx8bxi,2
Respect   https://t.co/mXHYBBz9h3,2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbrNMA   https://t.co/sR4GwUUww0,2
"RT @karunanundy: She was not partisan nor a power seeker, but Pakistan's State, non-State actors can't stand dissent   http:/…",2
Justice for  !     https://t.co/upyoEwdwWS,2
Blame it on the full moon...,2
Sentiments changing as Canadian dollar crawls back above 77 cents. (Oil above $40) https://t.co/Jiqn5tWb18 https://t.co/XYhtemj7zo,2
"Another liberal tradition Icewater in veins for warriors, patriots Only respect fringe folk heroes.  https://t.co/e8NQ2sMrEu",1
"'Saudi is not the center of Islam, Islam is at the center of each and every Muslim.' -Tom

Tom out here spitting bars today! 👌🏿👌🏿👌🏿",2
"1% corp and shill disrespect discrimination abusing 98% lives w JUNK:  food, education, jobs ALL related",2
Seek Justice for Jessica. http://t.co/BKP3kVkdFD,2
RT @ActivistNewsNet: @LBSBaltimore An example of how protesters in  police themselves to keep things peaceful.  http:…,2
Honour a caring mom with a  from http://t.co/B0XD2CdGBB and help  @CovenantHouseTO http://t.co/vjylfWJbs0,2
Bishop D. Strong of SCCC and myself and LWIC worshiping together on Black Solidarity Sunday,1
RT @UNICEF: Poorer children are most at risk from the effects of  which can cause respiratory diseases and harm them for life…,2
@CraigyFerg it's supposed to renew your faith in humanity     @Mercury1Charity NAIN,1
Love to be President of United Nation,2
treat yourselves with respect and others will respect you too,2
White privilege ➕racism ➖information ✖️hypocrisy =,0
@DatNiggaStoff black girls pussy http://t.co/DdRoLqr8in,2
"ItsTheBeardCast: Listen to The Bearded Patriot for Olavo Radio
http://t.co/AVsdbxsYfM",2
@PepsiCanada    Not watching Halftime because of Beyoncé. She is anti-police and racist.,2
"RT @peterdaou: Violence is never excusable, but extreme inequality and rampant injustice are a combustible combination",0
@RatchetGenius @CorruptxWorld We need equality tho!,2
I stand firm in believing that love and maintaining peace are the basic principles for the survival of any society.,1
"One nation, indivisible with liberty and justice for all 🇺🇸 🙏🏻

   https://t.co/zkdrCQnphf",1
Sad! 3 suicide bombers...28 dead...60+ injured...    https://t.co/Ajicpy1NS8,0
RT @SenWarren: .@realDonaldTrump’s actions today show an ugly indifference to immigrants and a profound misunderstanding of the real dangers…,2
"Er, sorry,  isNOTracist.It's an axiomatic truth based on moral teachings of philosphers/prophets4ever https://t.co/73M9rdPqJN",2
"God taught us that all human beings are equal regardless of sex, national origin and tribe. King Haile Silassie",2
"I wonder if anger Christians have towards Abbott being labelled Christian, is the same anger Muslims have when terrorists identify as Muslim",2
"@ShepNewsTeam Stop the bias!1st you call out Gov Jindal for saying  Now u declare MTrump a plagiarist. Report, we'll decide",2
Racism prejudice hate are taught so teach with passion not anger.,1
One of the best gifts you can give someone is the gift of thanking them for being part of your life.… https://t.co/aSo5dg2fNb,2
"RT @FoxNews: Gov. @LarryHogan; ""Acts of violence and destruction of property cannot and will not be tolerated.""  http://t.co…",1
is further proof tht the real enemy of ALL LIFE is hatred + evil,0
May we honor and revere the dignity of every human life no… https://t.co/7h6pmKF1zt,2
Recognizing the Inherent Dignity of All @frtony BoundlessMercy  Wkshp 6-01,2
@immartha123 its true dear,2
"Obey the law, respect others. Don't look for a stupid reason to raise hell!  http://t.co/oFGcw6y2PI",2
"RT @AmyMek: Lib ""Adults"" R Committing Child Abuse -&gt; teaching kids 2 hate and commit violence against the Police!  http://t.co…",0
@coffsnswnma @fran_b__ There are legitimate ways to claim deductions. Better to review tax deductions rather than extend regressive,2
"I'm don't explaining the ideals of  to ppl who are consumed in  ""  "" ideals",1
and deserves justice,2
"This madness needs to end- and by madness, I mean police brutality-",0
BAM ENT HIP HOP NEWS (Video) Feds Launch Investigation of Baltimore Police for Death of  http://t.co/QWDU4LpjCT,2
"Bringing into reason, Man's worst Fears and Natural Bigotry http://t.co/SRJBSlwc6O",2
"""'The soul that sins, it shall die'! So the phrase 'immortal soul' is pure oxymoron!  The Word of…"" — Joseph O Morrow http://t.co/vjsaW3EgHT",2
Birmingham Solidarity Protest PhotoCred: @highlyfe22    https://t.co/N94tjz532G,1
My heart is hurting stop the killing please!,2
The Inhumanity of the Death Penalty http://t.co/lv3PtQtAlG,2
Still uneasy knowing one of my dearest friends and his family are in Baltimore. I pray for peace and no more lives ruined.,2
Always do respect  and all the      https://t.co/kquyiJ8CpF,2
@TiaMowry Support the change for black rights and fight against social injustice   http://t.co/arImq5m73r,2
@ladygaga  ...Black lives...white lives..yellow/blue lives..Life is sacred..Let's not lose this SENSE of the SACREDNESS =LIFE,2
RT @mindbodythought: Showing the love of compassion and understanding is our currency of being human.,2
Just shows the violent nature of     https://t.co/arOBrjBwEA,0
@ParalegalGeorge @newsmax real lives have been lost and they weren't all black,2
"8 ways to meaningfully support social justice movements https://t.co/rw2md2lnNs via @mashable
I would add 1 more thing political activism",1
i guess i can't always win,2
Justice,2
I'm sorry but racism works both ways.  @deray,2
"Respect other people's way of thinking.



https://t.co/NfizEmGTVs",2
Don't forget that some children suffer to much.     http://t.co/J5gmnfijRT,2
cruel but funny https://t.co/yadwBuPp0N,2
"""Change"" religious beliefs?!         http://t.co/VQ26Ip506k",2
This oppression and brutality between Minorities has to end!!!,2
@cnn @TheFive @msnbc    https://t.co/ECt1TL7TUQ,0
@AlysiaStern @ThePatriot143 truth is  but without  many would suffer and die order must be maintained,2
still up? Go to bed? What do you want? You must obey the law.,2
Setting limits with your toddler with a balance of kindness and firmness http://t.co/nKjJrWeB6c,2
Liberals want to rename  bcs of inhumane injustice yet they celebrate inhumane injustice of  every day.,0
"Speciesism is the root of all evil.
https://t.co/U7OzwZFcKS
   https://t.co/vEyMXfRiCQ",2
when i start developing feelings and get hurt https://t.co/fDXIV2RZy2,2
You never know what one small act of kindness can do for a person,2
Continue their legacy by promoting freedom of expression in a peaceful ✌️ manner,1
I will always say ALL LIVES MATTER! Respect the law. Respect the police. Respect yourself.,2
Equality means equality for all!      https://t.co/qj9Z4RHq92,2
all love and strength to the,2
RT @HERCofRI: Try not to cry during this Oscar-nominated film about a Holocaust survivor and his violin https://t.co/y1wCab2AfA,2
@YourAnonGlobal so maybe you should change that to,2
Seek Justice for Jessica. http://t.co/fieY8ashQE,2
But Trump hasn't had time to hurt the middle class yet. How does a party known to hurt the middle class convince... https://t.co/cNeCqYE0Qa,2
"RT @MoveOn: ""Until justice is blind to color ... emancipation will be a proclamation but not a fact.""—LBJ  http://t.co/4Z…",2
Interesting proposition from someone who has been running on the bigotry and hatred and oppression platform. https://t.co/OPxN7Y0Vtp,2
That's stupid as fuck man 🤦🏾‍♀️,2
@caribgirl6 @SandraRose didn't have to... That's part of the greater issue.   I respect police who respect the law and lives,2
"Guard strictly your habit of prayers, especially the Middle Prayer; and stand before Allah in a devout (frame of mind).

 2:238",2
"How often do you find yourself saying ""I'm not sure how this code *ever* worked""?",2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/S68RJrurNc,2
RT @JoeBudden: Be careful who's house u end up in Saturday.. It's a few niggas having fight parties that ain't paid their cable bill,2
this is what the community wants. PEACEFUL PROTEST. justice for   https://t.co/TvJighh1Qn,1
https://t.co/vgsJndUBq2,2
"@Oddy4real if insulted, disgrace, reproach or condemned, why?.. Bcos God is a jlos God, doesn't joke with his men been insulted or abuse...",2
"Yawwwwn. Stupid rioters don't think they should obey curfew, imposed by black mayor.",0
"@sophiequus @sophiequus hmm, what about  that kill innocent ppl? typical, corrupt organization",2
seeing pink at the NFL game tonight. still waiting for the  people to come out and declare all cancers deserve a color,0
Rioting and looting is not reasonable protest,0
"RT @AmTourister: @BabySavers Well, you know what we'd say… ;)",2
To be a mother/father than realize your son:daughter has been killed due to violence... Shits hurts,2
A reminder: two-thirds of MPs need to support resolution if president removed on grounds of misconduct or serious violation of Constitution,2
"@cnnbrk Scared w/itchy trigger finger!  What happened to.. ""Protect and Serve?""  Thoughts, Prayers with those affected",2
Transform fundamental darkness into courage compassion wisdom and vitality. http://t.co/L28b74ee0H … nam myoho renge kyo,2
"Violence is not acceptable as a response to injustice, even if that injustice was violent. Violence solves nothing.",0
It's horrific when people are so high in authority that they are so unaware of the pain they inflict on people,0
I don't understand how the city would bother issuing a curfew when disobedience is integral to protest.,1
RT @Tolerance_org: “All human beings are born with equal and inalienable rights and fundamental freedoms.”  https://t.co/8jw…,2
"What does the prosecution needs to do to convict the ""Baltimore 6"" in the death of  http://t.co/7SOao64TKW",0
We all live equally. No blantant discrimination and hatred,2
https://t.co/JkxxfX5YbS - The media's selectiveness in exposure disgusts me.,2
Unbearable sin of omission @nytimes. An attempt to erase/ignore other cultures? - http://t.co/TLKEfTBBJe,2
@chicagotribune They say the crimes committed there are crimes of proximity. They blame institutional racism and such. 🤔,2
Aaron was found guilty on all counts. His defense seemed weak. I guess thats what happens when you kill someone,2
"RT @AlyJohnsonKurts: ""When justice and environmentalism split, that's when they conquer us,"" Kat Taylor, married to @TomSteyer.  http…",2
"Thy sin is forgiven thee, go and sin no more. https://t.co/7bhE2pFxe4",2
"That respect is earned, not Burned...",2
"Build a President, a Mandela legacy project, is proud supporter of @lead_sa vigil @ChangeAgentSA @taraturk1 @gavdavis http://t.co/Wv7X2kW1Q5",1
No one should fear being subjected to unnecessary force from those who swore to protect us.,2
RT @CrowsonFromABC2: A  man hospitalized following his arrest is dead. @Knightfromabc2 is live on  @ABC2NEWS  h…,0
Discovery day round 2 tomorrow! Come discover an east coast classic!,2
"Here we go! This is how inderstanding, compassion and healing begins!  because  https://t.co/cHHAobprOF",1
The  stands in solidarity with      http://t.co/KYFmGfWn41,1
@ebrew79 you just want to fight and not find a solution. I'll pray no innocent people get hurt by looters.,2
@Free_Media_Hub  pouring profound shame on humanity b'cos of greed! Moral atrocity against,0
"Press Ignores Gold Star Mom Demanding, Getting General's Apology http://t.co/J51nRNX1ev",2
Stand in solidarity     http://t.co/JsdN7fGzQS,1
RT @janlovesword: While believers envy and hate the body of Christ is in a sad state. His blood flowed to transform them into loving and gl…,2
RT @TaraVeer: Thinking of our great inspiration and friend today. We stand in solidarity with you @ShelKenn https://t.co/bJI30565N7,1
@HeatherAntos love it!,2
RT @SalmanAbidu: Liberal fascist are happy with his hanging but they oppose death sentence in Pakistan and other Islamic countries,2
"I keep saying a revolution is coming. Too many blacks, women, poor hurt by systemic injustice",2
RT @Model_adeshina: I’m bawling my eyes out. 15 year old son to  crying immensely and exclaims “I want my daddy” https://t.co…,2
"@rosaroja4rev @stopbeingfamous  b/c w/o all of us, ain't shit changing. Include all of us who are prey to the system",2
Thanks to the schools and faith communities who support our Speakers' Bureau! @BostonCollege @TempleEmanuelN @TempleBA @TBEWellesley,1
Pink and Black http://t.co/c5RYxcctMl on @bloglovin,2
Defeat cannot dishearten me. It can only chasten men. I know that God will guide me. Truth is superior to man's wisdom.,2
"But u, Lord, r a compassionate and gracious God, slow to anger and abounding in love and faithfulness (Psalm 86:15)",2
is toxic because it annuls the blatant injustice and oppression of a specific group of people needed attention towards,2
@revshiz passing out communion bread as we pray for peace walking through north central baltimore,2
Enough is enough. Children are sacred and to be protected.,2
"You want to pretend that cops don't kill unarmed people. How simple life is when ignorance is bliss. 
@loyalty275",2
All human life is precious,1
and hector's hurt claire... has he hurt her?,2
I disagree with the way  Mom Toya Graham handled her son's behavior. That was child abuse and she should have been arrested.,0
Man's inhumanity to man causes millions to suffer.,0
is yet another attempt to undermine a movement meant to bring justice and equality to the black community.,2
"""It's not about the bike, it's about the truth."" Hard to have any faith in Lance Armstrong with such compelling evidence.",2
"RT @Sifill_LDF: My morning thought:  made ""eye-contact"" w/a police ofcr. Are we again required to drop our eyes on the street? …",0
RT @MachineryMktmag: Xtrac showcases electric-vehicle gearboxes  @xtraclimited  @theapcuk https://t.co/wuJEQC4tJZ https://t…,2
“@EugeneCho: God's grace is for real. I know this because God uses broken people like me to share about His unwavering & unrelenting love.”,2
"http://t.co/eTBtptiksa RT @flolenator we ask for gold~we crave richness~yet there's gold and richness surround us~in nature, God gives all",2
"Such tragedy and ruin in  Such frustration, anger and violence in  So hard to watch. What to do?",2
Hateful acts reflect self hatred that stems from deep rooted insecurities. Insecurities fuel indecent behavior.,2
"RT @Wilson__Valdez: And you wonder why a certain other cowardly NSA contractor is hiding out in Russia, unwilling to face trial. https://t.…",2
I pray a change of heart and conviction for those planning to do harm w/out regard for others,2
LOOK       How much more proof do you need? https://t.co/Nbu0JirrTe,2
respect 💯 https://t.co/RC4UqYViOR,2
"Do you have answers? respect /Show compassion for Asians, Blacks Browns, Whites... Love is love",2
@Anti_HDL @mahcongress And about Padma to VinodRai - he surly deserve more that our ex president who was rewarded for loyalty to a family.,1
"RT @martinkettle: In Nov   trashed judges, who take oath of office. Why should anyone respect his allegiance oath plan? https://…",2
@InezBordeaux @pambesteder Maybe we should raise our children to obey the law.,2
My guess: irresponsible demagogues will face no consequences for their disingenuous rhetoric of incitement,0
"= Words of Moral Cowardice
http://t.co/6cDxH9qYh8 via @seattletimes",2
Freedom is like a Religion To Us....,2
SOGAA stands in solidarity with the PEACEFUL protesters who are demanding  for  https://t.co/UzmcwU1tSo,1
@jackjanamarley TY     bound by kindness w/o judging into our humanity 2B a,2
My heart to breaking as I pray for peace in Baltimore. God help us.,1
Some people really show their true colors on twiiter - such ignorant racist comments are uncalled for -,0
2 people followed me today tracked by http://t.co/Gkdy1U0j7x,2
RT @Souidos: Difficult for pigs to grasp what international solidarity means..      http://t…,1
RT @MidwinCharles: The police commissioner has so many details about the looting. But no details about the death of   That's t…,0
"RT @UnLuckyLuciano0: *uses Bee filter* ""Finally I can just Bee myself"" @MeowATTHEW clownin bro lmao",2
"OBEY THE LAW-Or suffer the consequences! Act like WILD ANIMALS, find yourself in CAGES!",2
"our heavenly father is a god of grace, not a god of race. so, for the record all lives matter.",2
We're intimately familiar w/ police and state violence so shame on us for any silence,0
@LeahR77 @Mixmanic You're blinded by racism... Too chickenshit to participate in imperialistic wars of aggression for oil and money?,2
Judgment is filling the holes of our hearts where compassion and love should be.,0
"Reality Check: We’re at War Against Incarnate Evil - 

Protest ABQ http://t.co/nvSjq2sBN5",2
"I respect the people who enforce the law, but also believe the enforcers need limits.  http://t.co/Gp80PiyjeU",2
Obey the law(officer)...... Don't get tazed!,2
Forget  its supposed to be  that's the proper Human Decency,1
@jamesrgoodman : We speak out in defense of the sacredness of human life!!,1
City Hall now  http://t.co/mfCCIsKLOB,2
@PchSm truth shall set our souls free   unity🔊,2
Charity book sale in  is going great. Lots of charities with stalls and 1000's of books to choose from!,2
don't blame the protestors blame the superiors who manipulate and allow injustice to happen.,2
The Mayor needs to do something and protect the city and law abiding citizens,2
👮🏻👮🏿  https://t.co/tp9vcDG7pW,2
ALL WE WANT IT EQUAL RIGHTS AND JUSTICE   http://t.co/Y1Wk2FCgC6,1
"Proverbs 31:30 says,“Favor is deceitful and beauty is fleeting but a woman who fears the Lord shall be praised.”... https://t.co/sca1o4QwCf",2
"We profess that every life is precious to God, and are committed to building a city marked by peace, unity and opportunity for all.",1
"""An agent of gvrmnt, can't place her own religious beliefs above constitutional rights of citizens""http://t.co/3Yu3bZT333",2
The New Politics of Degenerate Values and Immorality https://t.co/iiEbIDWCd0,2
"I just CAN’T stop those negative thoughts. Well, maybe…like this. Have compassion for them. https://t.co/ngIKoW3GWm @NYTimes @TimeStats",2
"Genuine reparations by the oppressor, and true forgiveness by the oppressed https://t.co/hkltbiwiLu  http://t.co/2l8KKGbcx2",2
Facebook poker cheats http://bit.ly/facebookcheatsf,2
"This Sandra Bland situation man no disrespect rest her soul , but people die everyday in a unjustified matter",2
We are all divine human beings. Love your self. 😋✌️      http://t.co/q1DiyreIzl,2
End the hate used to sell wars hate that condemns marginalized and poor people to death.,2
"@Dare_2_Believe_ Yes, the unborn child has equal dignity with his/her mother and father. Not that difficult.",2
"violence on violence creates war... Love on violence creates understanding, empathy, and ultimately more love!",2
but the terrorist group  DOES NOT MATTER.,0
Justice is needed!,2
"O'mally trashed by Radical Blacks when he said,    Shame on DemocRAT party @ChristiChat",2
pease stop the violence and do a peaceful protest.,2
and  might make criminal justice a campaign issue -  http://t.co/HWKfMYYy2P,2
This police system was set up to protect white America. It must be completely replaced like our govt. for the sake of humanity,2
Racism. Forgiveness. Understanding. Can we get there? Comments. SHARE IF YOU AGREE.   https://t.co/Du753g7zPu,1
"Edward  on privacy, civil liberties and the  state https://t.co/VfIvf9oHIs",2
"Why does he have a Job?   
He's just a child ... Motivate… http://t.co/rNdr1D91BC",2
s/o to the lawyers who served justice for  👍🏽,1
Love and forgiveness will get us a lot further.,1
holy jesus,2
"if liar liar was translated into a slavic language would the scene where he yells ""SLLUUUTTT!!!!!"" be translated to ""KOOUURRVVVAAA!!!!!!"" ??",2
violence is not the answer to justice,0
Weed out the evil and promote  That is when racism and police brutality and evil will end. Better yet... obey YHWH God always,2
"I want a long lasting relationship. Someone who will be there for me, support me, trust me, comfort me, appreciate me, and love me.",1
Injustice has gone on for too long. ALL deserve to live w/o fear of harm. RIP.   https://t.co/ChI3O0C74P,1
RT @LatestAnonNews: Very powerful image. Not all protesters were rioters. Everyone could learn something from this kid.  htt…,1
How is the killing of police anyone's fault but the trigger man ? We dont wish harm on any 1 and condemn police brutality!,2
RT @UNISdirect: Great advocate of freedom and democracy.  and  stand united against  aggression!  https://t.co/eU1…,1
"What a terrible mistake made, sad for all those innocents died but we need to keep fighting ISIS",0
Where is the compassion in this world?!,2
I think it's police misconduct fatigue. Think of all the cases we're not even hearing about.   https://t.co/Gq19hNCAIv,0
"Listen to Heaven Only Knows (Ft. Chance The Rapper, Lido and Eryn Allen Kane) by Towkio  on  https://t.co/bf8pReNTO7",2
+1“@DavidAnsara: no such thing as a benevolent dictator. Development requires fair institutions and upholding of rights of citizens.,2
"Follow, love and RESPECT 
and His most beloved 

 
  🙏🙏 https://t.co/tkGhcQOGZi",1
"I can't pain is for the weak yo!“@pelumy_: Lol""@chuck_gizzy: ""Better dont starve",2
"""Returning violence for violence multiplies violence, adding deeper darkness to a night already devoid of stars""--MLK",2
Very cool~ We're gonna be at Verizon to watch Game 4 on the big screen tomorrow - then back to ROCK Game 5 Thursday. https://t.co/pBiTwNvR30,2
https://t.co/3S5aS2f0Iq,2
RT @HaroldItz: CNN = Cops News Network,0
"Women in Business QandA: Sabrina Parsons, CEO of Palo Alto Software http://t.co/6I0J7eikjO http://t.co/3YZEtfOUNd",2
"Love and Compassion are necessities, not luxuries...    http://t.co/q26Od0IfpS",2
"Pulling innocent people out of their cars, hurting them,  is not to way you find justice",0
Killing isnt the answer but find out the whole story before passing judgement rather than seeing the edited crap on the web,2
https://t.co/zFVdoKEhkg,2
Hillary's BFF!   Babies!      https://t.co/BTiE46cUfS,2
Liberty and Justice for all? How about opportunity for all.,1
"Chaos or community?
        
           @CivilRights",1
Justice for   🙏🏻,2
Disgusting to witness the racism and bigotry in the online convo re  Racist agenda cannot impede social progress,0
RT @RockawayYouth: Redirected our 250-mile march to D.C. to stand in solidarity w/ the family of   http://t.co/tr…,1
@POTUS @WhiteHouse    https://t.co/uAsBwpwoIE,0
is nothing but a hate group who hates peaceful equality in favor of unjust reality.,2
"@Mill_1_ionDream the rapist, drug dealer, human traffickers, pedophiles, murders, terror and all manner of evil w/ dem rights.",2
".@BaltimorePolice will enforce the 10 p.m. curfew, but have a ""wide range of discretion"" how they enforce it",2
